,Delta
2020-05-22 22:00:00,-1.5666682500000206
2020-05-22 23:00:00,-1.5427090833333423
2020-05-23 00:00:00,-1.6415385000000169
2020-05-23 01:00:00,-1.6826837499999954
2020-05-23 02:00:00,-1.7658850000000186
2020-05-23 03:00:00,-1.8343742500000249
2020-05-23 04:00:00,-1.9079433333333355
2020-05-23 05:00:00,-2.008332833333334
2020-05-23 06:00:00,-1.9749998333333352
2020-05-23 07:00:00,-1.8666661666666968
2020-05-23 08:00:00,-1.8333330000000032
2020-05-23 09:00:00,0.2432297500000118
2020-05-23 10:00:00,1.9244790833333385
2020-05-23 11:00:00,1.1666666666666714
2020-05-23 12:00:00,0.4412749166666572
2020-05-23 13:00:00,0.03971416666667693
2020-05-23 14:00:00,0.18411349999998805
2020-05-23 15:00:00,-0.1588538333333247
2020-05-23 16:00:00,-0.5746100000000071
2020-05-23 17:00:00,-0.8408853333333184
2020-05-23 18:00:00,-1.0002601666666635
2020-05-23 19:00:00,-1.0760411666666627
2020-05-23 20:00:00,-1.0838541666666757
2020-05-23 21:00:00,-1.1338540833333184
2020-05-23 22:00:00,-1.1670573333333325
2020-05-23 23:00:00,-1.2671878333333169
2020-05-24 00:00:00,-1.281249583333313
2020-05-24 01:00:00,-1.2937499999999955
2020-05-24 02:00:00,-1.3559900833333458
2020-05-24 03:00:00,-1.4028652500000047
2020-05-24 04:00:00,-1.4088529999999937
2020-05-24 05:00:00,-1.4729166666666629
2020-05-24 06:00:00,-1.5182297500000033
2020-05-24 07:00:00,-1.5164058333333232
2020-05-24 08:00:00,1.9747405000000102
2020-05-24 09:00:00,0.5239579166666672
2020-05-24 10:00:00,0.7588541666666586
2020-05-24 11:00:00,0.3498694999999969
2020-05-24 12:00:00,0.3674471666666719
2020-05-24 13:00:00,0.5744798333333279
2020-05-24 14:00:00,0.3761719166666708
2020-05-24 15:00:00,0.5837241666666628
2020-05-24 16:00:00,0.3748702499999936
2020-05-24 17:00:00,0.6830740833333381
2020-05-24 18:00:00,0.6674477500000009
2020-05-24 19:00:00,0.4253909999999976
2020-05-24 20:00:00,0.04231733333332244
2020-05-24 21:00:00,0.3833335000000133
2020-05-24 22:00:00,0.4989595833333382
2020-05-24 23:00:00,0.4247388333333433
2020-05-25 00:00:00,0.4997393333333165
2020-05-25 01:00:00,0.36588558333333054
2020-05-25 02:00:00,-0.1252590833333187
2020-05-25 03:00:00,-0.3826817500000033
2020-05-25 04:00:00,-0.6084635833333323
2020-05-25 05:00:00,-0.8511719166666438
2020-05-25 06:00:00,1.1324220000000054
2020-05-25 07:00:00,-0.16666724999998905
2020-05-25 08:00:00,0.2740890000000036
2020-05-25 09:00:00,0.933853666666664
2020-05-25 10:00:00,0.14179674999999747
2020-05-25 11:00:00,0.3993492499999931
2020-05-25 12:00:00,0.5071620000000081
2020-05-25 13:00:00,0.31536475000000763
2020-05-25 14:00:00,0.6997386666666614
2020-05-25 15:00:00,0.4342446666666504
2020-05-25 16:00:00,0.5171878333333382
2020-05-25 17:00:00,0.4841155833333346
2020-05-25 18:00:00,0.3173176666666677
2020-05-25 19:00:00,0.0932290000000009
2020-05-25 20:00:00,0.2253913333333415
2020-05-25 21:00:00,0.3415359166666647
2020-05-25 22:00:00,0.3503907499999954
2020-05-25 23:00:00,0.3833335833333393
2020-05-26 00:00:00,0.3001287499999989
2020-05-26 01:00:00,0.32421899999999937
2020-05-26 02:00:00,0.4343754999999945
2020-05-26 03:00:00,0.7417974166666709
2020-05-26 04:00:00,-0.3921880833333376
2020-05-26 05:00:00,-0.6164064166666776
2020-05-26 06:00:00,-0.7348955833333335
2020-05-26 07:00:00,1.1248696666666689
2020-05-26 08:00:00,0.6662762500000028
2020-05-26 09:00:00,0.22578083333333865
2020-05-26 10:00:00,0.5750001666666762
2020-05-26 11:00:00,1.3580731666666708
2020-05-26 12:00:00,0.4505199166666571
2020-05-26 13:00:00,1.0165365833333342
2020-05-26 14:00:00,0.6653640833333299
2020-05-26 15:00:00,0.7755209999999977
2020-05-26 16:00:00,0.5751305000000073
2020-05-26 17:00:00,0.4739577500000038
2020-05-26 18:00:00,0.6313805833333177
2020-05-26 19:00:00,0.5667966666666686
2020-05-26 20:00:00,-0.015884833333331017
2020-05-26 21:00:00,0.5572908333333402
2020-05-26 22:00:00,0.3835934999999893
2020-05-26 23:00:00,0.27434900000001505
2020-05-27 00:00:00,0.4083338333333373
2020-05-27 01:00:00,0.4165364166666663
2020-05-27 02:00:00,0.4096353333333269
2020-05-27 03:00:00,0.3744799166666724
2020-05-27 04:00:00,0.3412763333333331
2020-05-27 05:00:00,0.42604116666666414
2020-05-27 06:00:00,0.6755209166666631
2020-05-27 07:00:00,0.882161333333336
2020-05-27 08:00:00,6.089453583333332
2020-05-27 09:00:00,10.40612058333334
2020-05-27 10:00:00,10.53268208333332
2020-05-27 11:00:00,10.474349833333337
2020-05-27 12:00:00,10.47539066666667
2020-05-27 13:00:00,4.6903654166666655
2020-05-27 14:00:00,4.042576916666654
2020-05-27 15:00:00,2.800520499999997
2020-05-27 16:00:00,0.9166663333333248
2020-05-27 17:00:00,0.9502609166666716
2020-05-27 18:00:00,1.9915361666666695
2020-05-27 19:00:00,1.1011720833333314
2020-05-27 20:00:00,1.6065115833333363
2020-05-27 21:00:00,7.158334083333343
2020-05-27 22:00:00,10.21731758333334
2020-05-27 23:00:00,10.04088516666667
2020-05-28 00:00:00,9.366666916666674
2020-05-28 01:00:00,4.4587246666666625
2020-05-28 02:00:00,0.7994782499999928
2020-05-28 03:00:00,0.4489578333333384
2020-05-28 04:00:00,0.2749999999999844
2020-05-28 05:00:00,0.4833335833333408
2020-05-28 06:00:00,0.4480475000000013
2020-05-28 07:00:00,1.6239584166666745
2020-05-28 08:00:00,9.901041249999992
2020-05-28 09:00:00,10.109114916666664
2020-05-28 10:00:00,10.742056166666655
2020-05-28 11:00:00,9.523958833333324
2020-05-28 12:00:00,8.15716166666666
2020-05-28 13:00:00,5.383592999999991
2020-05-28 14:00:00,5.842447499999992
2020-05-28 15:00:00,5.967316833333326
2020-05-28 16:00:00,0.4981766666666658
2020-05-28 17:00:00,0.9177095000000008
2020-05-28 18:00:00,0.35794283333332544
2020-05-28 19:00:00,0.7572926666666788
2020-05-28 20:00:00,5.050651249999987
2020-05-28 21:00:00,6.166405833333336
2020-05-28 22:00:00,1.4248702500000119
2020-05-28 23:00:00,0.4421872499999893
2020-05-29 00:00:00,0.6091140833333384
2020-05-29 01:00:00,0.09921933333332332
2020-05-29 02:00:00,0.30846374999999426
2020-05-29 03:00:00,-0.024999666666658985
2020-05-29 04:00:00,-0.15038958333333596
2020-05-29 05:00:00,-0.21719016666668267
2020-05-29 06:00:00,-0.25833225000000226
2020-05-29 07:00:00,1.6167963333333262
2020-05-29 08:00:00,1.1591149166666668
2020-05-29 09:00:00,0.866927000000004
2020-05-29 10:00:00,0.6749998333333309
2020-05-29 11:00:00,1.3085939999999994
2020-05-29 12:00:00,0.5015625000000057
2020-05-29 13:00:00,1.0566409999999848
2020-05-29 14:00:00,0.7156244166666497
2020-05-29 15:00:00,-0.01653699999999958
2020-05-29 16:00:00,-0.3089849166666738
2020-05-29 17:00:00,-0.5820315000000136
2020-05-29 18:00:00,-0.7233082499999881
2020-05-29 19:00:00,-0.8993494166666736
2020-05-29 20:00:00,-0.9333339166666691
2020-05-29 21:00:00,-1.0243492500000144
2020-05-29 22:00:00,-1.149219000000009
2020-05-29 23:00:00,-1.3416696666666823
2020-05-30 00:00:00,-1.4177105833333457
2020-05-30 01:00:00,-1.48750050000001
2020-05-30 02:00:00,-1.5602871666666829
2020-05-30 03:00:00,-1.615626666666664
2020-05-30 04:00:00,-1.7332017499999992
2020-05-30 05:00:00,-1.7820307499999968
2020-05-30 06:00:00,-1.7932301666666604
2020-05-30 07:00:00,-1.622786833333329
2020-05-30 08:00:00,-1.265624333333335
2020-05-30 09:00:00,-1.4654951666666705
2020-05-30 10:00:00,-1.808854666666676
2020-05-30 11:00:00,3.4578119166666426
2020-05-30 12:00:00,0.4161450000000002
2020-05-30 13:00:00,0.5403636666666642
2020-05-30 14:00:00,0.592318083333339
2020-05-30 15:00:00,0.6414060833333366
2020-05-30 16:00:00,0.4839839999999924
2020-05-30 17:00:00,0.3256495833333446
2020-05-30 18:00:00,0.34127658333333244
2020-05-30 19:00:00,-0.3337232499999985
2020-05-30 20:00:00,-0.6425775833333489
2020-05-30 21:00:00,-0.7399745833333427
2020-05-30 22:00:00,-0.8437495833333344
2020-05-30 23:00:00,-0.8588561666666692
2020-05-31 00:00:00,-0.9333336666666696
2020-05-31 01:00:00,-1.04999908333334
2020-05-31 02:00:00,-1.101171833333325
2020-05-31 03:00:00,-1.2911450000000002
2020-05-31 04:00:00,-1.3421861666666857
2020-05-31 05:00:00,-1.4839856666666762
2020-05-31 06:00:00,-1.5322896666666423
2020-05-31 07:00:00,-1.4562495833333315
2020-05-31 08:00:00,-1.2260417499999858
2020-05-31 09:00:00,-1.2009107499999914
2020-05-31 10:00:00,-1.441014916666674
2020-05-31 11:00:00,2.4167968333333216
2020-05-31 12:00:00,0.5843744166666625
2020-05-31 13:00:00,0.29296924999999874
2020-05-31 14:00:00,0.5248697499999935
2020-05-31 15:00:00,0.2080728333333326
2020-05-31 16:00:00,-0.2009119166666693
2020-05-31 17:00:00,0.6261715000000052
2020-05-31 18:00:00,0.5917974166666724
2020-05-31 19:00:00,0.6161454999999876
2020-05-31 20:00:00,0.10859375000000426
2020-05-31 21:00:00,-0.1928377500000096
2020-05-31 22:00:00,-0.4325524999999999
2020-05-31 23:00:00,-0.4757803333333257
2020-06-01 00:00:00,-0.5903645833333329
2020-06-01 01:00:00,-0.6259123333333463
2020-06-01 02:00:00,-0.6153645833333172
2020-06-01 03:00:00,-0.6996090000000024
2020-06-01 04:00:00,-0.7692706666666709
2020-06-01 05:00:00,-0.776040333333313
2020-06-01 06:00:00,-0.8661465000000135
2020-06-01 07:00:00,-0.9171864166666596
2020-06-01 08:00:00,-0.9428375833333148
2020-06-01 09:00:00,-0.9671868333333222
2020-06-01 10:00:00,-1.0584633333333286
2020-06-01 11:00:00,2.732682333333344
2020-06-01 12:00:00,0.2506507499999984
2020-06-01 13:00:00,0.6408855833333433
2020-06-01 14:00:00,0.6494795000000053
2020-06-01 15:00:00,0.4678386666666725
2020-06-01 16:00:00,0.4662758333333272
2020-06-01 17:00:00,0.5328120833333259
2020-06-01 18:00:00,0.5748700000000113
2020-06-01 19:00:00,0.5334633333333301
2020-06-01 20:00:00,0.5007810833333437
2020-06-01 21:00:00,0.07447966666666161
2020-06-01 22:00:00,0.5914065833333311
2020-06-01 23:00:00,0.4735682499999996
2020-06-02 00:00:00,0.5736983333333328
2020-06-02 01:00:00,0.4070316666666685
2020-06-02 02:00:00,0.3738289166666675
2020-06-02 03:00:00,0.3756505000000061
2020-06-02 04:00:00,-0.2502605000000031
2020-06-02 05:00:00,-0.023697583333330385
2020-06-02 06:00:00,1.092317833333354
2020-06-02 07:00:00,0.3423184166666644
2020-06-02 08:00:00,0.9084636666666556
2020-06-02 09:00:00,0.7069012499999943
2020-06-02 10:00:00,1.4091133333333232
2020-06-02 11:00:00,0.9092441666666602
2020-06-02 12:00:00,1.4162757500000112
2020-06-02 13:00:00,0.94921783333335
2020-06-02 14:00:00,1.5912756666666683
2020-06-02 15:00:00,1.0138029166666698
2020-06-02 16:00:00,0.7502603333333369
2020-06-02 17:00:00,0.7174454999999966
2020-06-02 18:00:00,0.8072920833333441
2020-06-02 19:00:00,0.5592444999999913
2020-06-02 20:00:00,2.97513033333334
2020-06-02 21:00:00,5.968228833333335
2020-06-02 22:00:00,9.17526058333334
2020-06-02 23:00:00,8.483333583333321
2020-06-03 00:00:00,7.759373666666647
2020-06-03 01:00:00,1.3424485000000104
2020-06-03 02:00:00,0.6914058333333273
2020-06-03 03:00:00,0.3736975833333247
2020-06-03 04:00:00,0.63359375000001
2020-06-03 05:00:00,0.5927079166666616
2020-06-03 06:00:00,1.1079416666666475
2020-06-03 07:00:00,1.3096360000000118
2020-06-03 08:00:00,1.9494796666666687
2020-06-03 09:00:00,2.9397135833333223
2020-06-03 10:00:00,1.6917970000000082
2020-06-03 11:00:00,2.050389833333341
2020-06-03 12:00:00,0.9002599166666698
2020-06-03 13:00:00,1.4678382499999998
2020-06-03 14:00:00,3.1087234166666637
2020-06-03 15:00:00,0.5339844166666694
2020-06-03 16:00:00,0.7678380833333378
2020-06-03 17:00:00,0.4761714166666735
2020-06-03 18:00:00,1.5161454166666672
2020-06-03 19:00:00,1.0587238333333246
2020-06-03 20:00:00,0.6924472500000078
2020-06-03 21:00:00,0.0582029999999989
2020-06-03 22:00:00,5.700000333333335
2020-06-03 23:00:00,7.74947958333334
2020-06-04 00:00:00,0.8502599166666656
2020-06-04 01:00:00,1.6000005000000002
2020-06-04 02:00:00,1.2585940000000022
2020-06-04 03:00:00,-0.02460983333333644
2020-06-04 04:00:00,-0.3500005000000073
2020-06-04 05:00:00,-0.5569016666666613
2020-06-04 06:00:00,1.5675774999999916
2020-06-04 07:00:00,1.5921878333333268
2020-06-04 08:00:00,9.17487016666665
2020-06-04 09:00:00,2.1003897500000046
2020-06-04 10:00:00,1.2583319166666698
2020-06-04 11:00:00,1.6000000833333274
2020-06-04 12:00:00,8.683853749999997
2020-06-04 13:00:00,3.733594166666663
2020-06-04 14:00:00,3.074089333333333
2020-06-04 15:00:00,1.2403646666666646
2020-06-04 16:00:00,0.39023483333334497
2020-06-04 17:00:00,1.267186500000001
2020-06-04 18:00:00,0.8320306666666681
2020-06-04 19:00:00,0.7246090833333341
2020-06-04 20:00:00,0.5925775000000115
2020-06-04 21:00:00,0.424609833333335
2020-06-04 22:00:00,0.5313814166666759
2020-06-04 23:00:00,0.5420573333333323
2020-06-05 00:00:00,0.5088538333333261
2020-06-05 01:00:00,0.36731724999999216
2020-06-05 02:00:00,0.3248693333333392
2020-06-05 03:00:00,0.5010409166666605
2020-06-05 04:00:00,0.17486933333333354
2020-06-05 05:00:00,0.4904946666666561
2020-06-05 06:00:00,0.5671883333333199
2020-06-05 07:00:00,1.559244333333332
2020-06-05 08:00:00,1.6007814166666634
2020-06-05 09:00:00,1.4998683333333247
2020-06-05 10:00:00,1.05208283333333
2020-06-05 11:00:00,1.4503905833333377
2020-06-05 12:00:00,5.600260666666657
2020-06-05 13:00:00,11.41471416666667
2020-06-05 14:00:00,3.451041250000003
2020-06-05 15:00:00,0.6507813333333488
2020-06-05 16:00:00,0.7588545833333313
2020-06-05 17:00:00,0.5348961666666696
2020-06-05 18:00:00,1.1658846666666562
2020-06-05 19:00:00,0.998828666666668
2020-06-05 20:00:00,0.5249999166666726
2020-06-05 21:00:00,2.300001083333342
2020-06-05 22:00:00,7.825000083333329
2020-06-05 23:00:00,1.5589847500000005
2020-06-06 00:00:00,0.12539083333333426
2020-06-06 01:00:00,-0.06588533333332691
2020-06-06 02:00:00,-0.2499986666666416
2020-06-06 03:00:00,-0.4503896666666592
2020-06-06 04:00:00,-0.6759114999999979
2020-06-06 05:00:00,-0.6825516666666473
2020-06-06 06:00:00,1.2162754166666616
2020-06-06 07:00:00,0.8001307500000152
2020-06-06 08:00:00,0.3677085833333322
2020-06-06 09:00:00,0.6403643333333235
2020-06-06 10:00:00,1.151172250000009
2020-06-06 11:00:00,0.7502606666666694
2020-06-06 12:00:00,0.382682250000002
2020-06-06 13:00:00,0.4591137500000073
2020-06-06 14:00:00,0.6006513333333316
2020-06-06 15:00:00,0.5252598333333296
2020-06-06 16:00:00,0.5360659166666721
2020-06-06 17:00:00,1.2505201666666608
2020-06-06 18:00:00,0.3906260833333448
2020-06-06 19:00:00,0.3588549999999913
2020-06-06 20:00:00,0.0005207499999997367
2020-06-06 21:00:00,-0.12434958333333412
2020-06-06 22:00:00,-0.3747400000000027
2020-06-06 23:00:00,-0.5661466666666684
2020-06-07 00:00:00,-0.6090922727272883
2020-06-07 01:00:00,-0.6401027499999827
2020-06-07 02:00:00,-0.6828141666666738
2020-06-07 03:00:00,-0.658333583333345
2020-06-07 04:00:00,-0.7104168333333405
2020-06-07 05:00:00,-0.7895853333333491
2020-06-07 06:00:00,-0.8390615833333399
2020-06-07 07:00:00,-0.7657562499999955
2020-06-07 08:00:00,-0.8270828333333355
2020-06-07 09:00:00,-0.9246095000000024
2020-06-07 10:00:00,3.5335945000000137
2020-06-07 11:00:00,0.5662757499999955
2020-06-07 12:00:00,0.4496085000000036
2020-06-07 13:00:00,0.9906255833333332
2020-06-07 14:00:00,0.6165366666666685
2020-06-07 15:00:00,0.6320318333333219
2020-06-07 16:00:00,0.39960849999999937
2020-06-07 17:00:00,0.34127658333333954
2020-06-07 18:00:00,0.4825525833333302
2020-06-07 19:00:00,0.491146250000007
2020-06-07 20:00:00,-0.048828750000005534
2020-06-07 21:00:00,0.5815106666666736
2020-06-07 22:00:00,0.3678392500000101
2020-06-07 23:00:00,0.00026016666667771915
2020-06-08 00:00:00,-0.3834633333333244
2020-06-08 01:00:00,-0.6338546666666787
2020-06-08 02:00:00,-0.8415364999999966
2020-06-08 03:00:00,-0.8819017499999973
2020-06-08 04:00:00,-1.0499996666666505
2020-06-08 05:00:00,-1.0662756666666624
2020-06-08 06:00:00,1.8346349166666656
2020-06-08 07:00:00,1.8584633333333331
2020-06-08 08:00:00,2.4252604166666742
2020-06-08 09:00:00,2.22552125
2020-06-08 10:00:00,2.549089083333321
2020-06-08 11:00:00,2.5661454999999904
2020-06-08 12:00:00,3.0335944166666664
2020-06-08 13:00:00,2.6578129166666717
2020-06-08 14:00:00,2.7427087500000056
2020-06-08 15:00:00,1.0839837500000016
2020-06-08 16:00:00,0.30833341666666314
2020-06-08 17:00:00,0.5994799166666809
2020-06-08 18:00:00,0.7843756666666692
2020-06-08 19:00:00,2.7325525000000117
2020-06-08 20:00:00,0.8993494999999925
2020-06-08 21:00:00,0.6507807499999956
2020-06-08 22:00:00,0.4667964999999867
2020-06-08 23:00:00,0.5420577499999979
2020-06-09 00:00:00,0.34218658333333
2020-06-09 01:00:00,0.6255210000000062
2020-06-09 02:00:00,0.03307350000000042
2020-06-09 03:00:00,-0.04205691666666666
2020-06-09 04:00:00,-0.8501299166666527
2020-06-09 05:00:00,-1.0169269166666697
2020-06-09 06:00:00,1.8157550000000033
2020-06-09 07:00:00,1.4580738333333445
2020-06-09 08:00:00,2.783333166666665
2020-06-09 09:00:00,2.5834640833333324
2020-06-09 10:00:00,2.8328127500000093
2020-06-09 11:00:00,4.0410155000000065
2020-06-09 12:00:00,10.907031583333328
2020-06-09 13:00:00,6.965624583333322
2020-06-09 14:00:00,3.5988285833333435
2020-06-09 15:00:00,8.850521750000006
2020-06-09 16:00:00,0.7158855833333321
2020-06-09 17:00:00,0.3571618333333291
2020-06-09 18:00:00,0.4248690833333129
2020-06-09 19:00:00,8.333853749999982
2020-06-09 20:00:00,10.241926
2020-06-09 21:00:00,10.066925749999982
2020-06-09 22:00:00,11.174218666666668
2020-06-09 23:00:00,11.133333749999998
2020-06-10 00:00:00,10.625000749999998
2020-06-10 01:00:00,10.258594916666674
2020-06-10 02:00:00,10.03385433333333
2020-06-10 03:00:00,8.56575449999999
2020-06-10 04:00:00,1.4834638333333316
2020-06-10 05:00:00,4.008983250000006
2020-06-10 06:00:00,7.750388083333327
2020-06-10 07:00:00,2.1428367499999865
2020-06-10 08:00:00,0.9416668333333362
2020-06-10 09:00:00,5.684375833333327
2020-06-10 10:00:00,8.958331916666658
2020-06-10 11:00:00,5.083333499999995
2020-06-10 12:00:00,4.033072499999996
2020-06-10 13:00:00,3.94999858333334
2020-06-10 14:00:00,9.724999666666667
2020-06-10 15:00:00,10.091665750000004
2020-06-10 16:00:00,7.233463333333327
2020-06-10 17:00:00,3.4332028333333184
2020-06-10 18:00:00,1.116667333333325
2020-06-10 19:00:00,-0.09114641666667468
2020-06-10 20:00:00,-0.3986986666666752
2020-06-10 21:00:00,-0.5162770000000023
2020-06-10 22:00:00,-0.5497393333333421
2020-06-10 23:00:00,-0.5177090833333367
2020-06-11 00:00:00,-0.5682296666666673
2020-06-11 01:00:00,-0.5335926666666495
2020-06-11 02:00:00,-0.6166650833333378
2020-06-11 03:00:00,-0.7000010833333263
2020-06-11 04:00:00,-0.7583353333333278
2020-06-11 05:00:00,-0.86875091666667
2020-06-11 06:00:00,-0.9911460833333408
2020-06-11 07:00:00,3.5752586666666635
2020-06-11 08:00:00,0.9011710833333241
2020-06-11 09:00:00,0.976040833333343
2020-06-11 10:00:00,1.2343746666666675
2020-06-11 11:00:00,2.6841135000000023
2020-06-11 12:00:00,1.015365249999995
2020-06-11 13:00:00,2.292968499999993
2020-06-11 14:00:00,1.4743487499999972
2020-06-11 15:00:00,0.7098960000000005
2020-06-11 16:00:00,0.13320308333333486
2020-06-11 17:00:00,0.3755216666666641
2020-06-11 18:00:00,0.375650416666673
2020-06-11 19:00:00,0.3997393333333363
2020-06-11 20:00:00,-0.15091083333334154
2020-06-11 21:00:00,0.5259104999999877
2020-06-11 22:00:00,-0.2920569999999998
2020-06-11 23:00:00,-0.5834624166666629
2020-06-12 00:00:00,-0.7910149999999874
2020-06-12 01:00:00,-0.9348963333333344
2020-06-12 02:00:00,-1.066275416666656
2020-06-12 03:00:00,-1.0817714166666548
2020-06-12 04:00:00,-1.1509122500000046
2020-06-12 05:00:00,-1.200388833333335
2020-06-12 06:00:00,-1.2253904999999818
2020-06-12 07:00:00,2.7407549999999934
2020-06-12 08:00:00,1.0332019999999955
2020-06-12 09:00:00,0.9911456666666753
2020-06-12 10:00:00,0.4496104999999986
2020-06-12 11:00:00,1.150651416666669
2020-06-12 12:00:00,1.225910749999997
2020-06-12 13:00:00,0.7933597500000076
2020-06-12 14:00:00,0.9087229166666546
2020-06-12 15:00:00,0.8000003333333368
2020-06-12 16:00:00,-0.0003909999999933689
2020-06-12 17:00:00,0.5182297499999962
2020-06-12 18:00:00,0.4665365833333439
2020-06-12 19:00:00,-0.3420575833333359
2020-06-12 20:00:00,-0.6837235000000135
2020-06-12 21:00:00,-0.7843737499999861
2020-06-12 22:00:00,-0.8248716666666738
2020-06-12 23:00:00,-0.8427080833333421
2020-06-13 00:00:00,-0.8567700833333234
2020-06-13 01:00:00,-0.8328126666666549
2020-06-13 02:00:00,-0.9497396666666732
2020-06-13 03:00:00,-1.0351561666666598
2020-06-13 04:00:00,-1.0411459166666646
2020-06-13 05:00:00,-1.099999916666654
2020-06-13 06:00:00,-1.209373416666672
2020-06-13 07:00:00,-1.2507810000000037
2020-06-13 08:00:00,-1.0494780833333266
2020-06-13 09:00:00,-1.075520916666676
2020-06-13 10:00:00,-1.2921870833333386
2020-06-13 11:00:00,-1.3075515833333284
2020-06-13 12:00:00,-1.4178381666666624
2020-06-13 13:00:00,-1.4911461666666597
2020-06-13 14:00:00,-1.5071618333333348
2020-06-13 15:00:00,-1.4250000833333374
2020-06-13 16:00:00,-1.3170571666666715
2020-06-13 17:00:00,-1.2906259166666558
2020-06-13 18:00:00,-1.3351570833333426
2020-06-13 19:00:00,-1.3419259999999935
2020-06-13 20:00:00,-1.5005200000000087
2020-06-13 21:00:00,-1.6114573333333126
2020-06-13 22:00:00,-1.7579437499999813
2020-06-13 23:00:00,-1.8514316666666562
2020-06-14 00:00:00,-1.9998698333333351
2020-06-14 01:00:00,-2.1751312500000144
2020-06-14 02:00:00,-2.19986999999999
2020-06-14 03:00:00,-2.3826815833333086
2020-06-14 04:00:00,-2.483203583333349
2020-06-14 05:00:00,-2.5910152500000048
2020-06-14 06:00:00,-2.6269533333333466
2020-06-14 07:00:00,-2.5153663333333327
2020-06-14 08:00:00,-2.1687503333333424
2020-06-14 09:00:00,-1.6173174166666655
2020-06-14 10:00:00,-1.6162757499999998
2020-06-14 11:00:00,4.981900750000001
2020-06-14 12:00:00,-0.05012950000001126
2020-06-14 13:00:00,0.5329434166666758
2020-06-14 14:00:00,0.4673171666666676
2020-06-14 15:00:00,0.5897145000000066
2020-06-14 16:00:00,0.4751304166666728
2020-06-14 17:00:00,-0.04375008333332886
2020-06-14 18:00:00,0.30755266666667325
2020-06-14 19:00:00,-0.04947883333333891
2020-06-14 20:00:00,-0.4105460833333439
2020-06-14 21:00:00,-0.5815105833333334
2020-06-14 22:00:00,-0.659375416666677
2020-06-14 23:00:00,-0.7067702499999841
2020-06-15 00:00:00,-0.7826845000000162
2020-06-15 01:00:00,-0.8750017500000169
2020-06-15 02:00:00,-0.9333343333333346
2020-06-15 03:00:00,-1.0166666666666586
2020-06-15 04:00:00,-0.9584635000000006
2020-06-15 05:00:00,-1.1255227500000018
2020-06-15 06:00:00,-1.1441391666666547
2020-06-15 07:00:00,-1.09322958333334
2020-06-15 08:00:00,0.8247396666666589
2020-06-15 09:00:00,1.5416673333333364
2020-06-15 10:00:00,0.7177079166666758
2020-06-15 11:00:00,0.6338534166666676
2020-06-15 12:00:00,1.1169272499999892
2020-06-15 13:00:00,0.6412754999999848
2020-06-15 14:00:00,0.924086833333334
2020-06-15 15:00:00,0.5742183333333344
2020-06-15 16:00:00,0.32617183333332633
2020-06-15 17:00:00,0.3571625833333485
2020-06-15 18:00:00,0.21679683333332636
2020-06-15 19:00:00,0.1667958333333317
2020-06-15 20:00:00,1.3325531666666706
2020-06-15 21:00:00,1.9091151666666728
2020-06-15 22:00:00,0.5921874166666683
2020-06-15 23:00:00,-0.033983249999998584
2020-06-16 00:00:00,-0.39908925000000295
2020-06-16 01:00:00,-0.5846349999999987
2020-06-16 02:00:00,-0.6735665833333186
2020-06-16 03:00:00,-0.8082046666666827
2020-06-16 04:00:00,-0.983333833333333
2020-06-16 05:00:00,-1.0833308333333065
2020-06-16 06:00:00,-1.1333330833333477
2020-06-16 07:00:00,-0.9178378333333228
2020-06-16 08:00:00,2.9407549166666627
2020-06-16 09:00:00,0.8089849166666596
2020-06-16 10:00:00,0.6657547499999907
2020-06-16 11:00:00,0.6421875833333388
2020-06-16 12:00:00,0.6174474166666712
2020-06-16 13:00:00,0.991536999999994
2020-06-16 14:00:00,0.6588535833333253
2020-06-16 15:00:00,1.1002603333333385
2020-06-16 16:00:00,0.5747402499999907
2020-06-16 17:00:00,0.4486979166666743
2020-06-16 18:00:00,0.6164056666666724
2020-06-16 19:00:00,0.6330731666666479
2020-06-16 20:00:00,-0.057943500000014574
2020-06-16 21:00:00,0.5083331666666595
2020-06-16 22:00:00,0.467317583333319
2020-06-16 23:00:00,-0.08333416666666693
2020-06-17 00:00:00,-0.25052041666666724
2020-06-17 01:00:00,-0.542057166666666
2020-06-17 02:00:00,-0.7238283333333371
2020-06-17 03:00:00,-0.8419264999999996
2020-06-17 04:00:00,-0.8997397500000021
2020-06-17 05:00:00,-0.9838543333333264
2020-06-17 06:00:00,1.591667500000007
2020-06-17 07:00:00,0.9244797500000032
2020-06-17 08:00:00,0.7838539166666719
2020-06-17 09:00:00,0.3421868333333293
2020-06-17 10:00:00,1.1169271666666702
2020-06-17 11:00:00,1.1999994166666568
2020-06-17 12:00:00,0.4822925833333329
2020-06-17 13:00:00,0.4683585000000008
2020-06-17 14:00:00,0.4401045833333299
2020-06-17 15:00:00,0.4320313333333417
2020-06-17 16:00:00,0.7925781666666651
2020-06-17 17:00:00,0.7423173333333395
2020-06-17 18:00:00,0.6768227499999995
2020-06-17 19:00:00,0.4233075000000071
2020-06-17 20:00:00,0.18242166666666293
2020-06-17 21:00:00,0.07526024999999947
2020-06-17 22:00:00,0.3757805833333308
2020-06-17 23:00:00,0.2924477500000009
2020-06-18 00:00:00,0.3325529166666641
2020-06-18 01:00:00,-0.21653641666667056
2020-06-18 02:00:00,-0.5759110833333239
2020-06-18 03:00:00,-0.8001298333333153
2020-06-18 04:00:00,-0.8932292499999974
