,Delta
2020-07-15 06:00:00,4.8835949999999935
2020-07-15 07:00:00,11.566276916666661
2020-07-15 08:00:00,9.773827499999996
2020-07-15 09:00:00,7.657941166666652
2020-07-15 10:00:00,9.898437166666668
2020-07-15 11:00:00,10.599478666666664
2020-07-15 12:00:00,10.975130249999992
2020-07-15 13:00:00,10.69218716666667
2020-07-15 14:00:00,10.883073249999995
2020-07-15 15:00:00,5.417057249999992
2020-07-15 16:00:00,1.0654951666666859
2020-07-15 17:00:00,7.140624749999978
2020-07-15 18:00:00,6.041666249999992
2020-07-15 19:00:00,1.4427083333333357
2020-07-15 20:00:00,0.7270819166666698
2020-07-15 21:00:00,7.435416833333349
2020-07-15 22:00:00,7.983593916666656
2020-07-15 23:00:00,2.89296641666666
2020-07-16 00:00:00,0.8917607272727253
2020-07-16 01:00:00,1.2917954999999919
2020-07-16 02:00:00,6.958723249999991
2020-07-16 03:00:00,7.966926499999985
2020-07-16 04:00:00,3.026433333333337
2020-07-16 05:00:00,0.6739591666666627
2020-07-16 06:00:00,0.7088534166666633
2020-07-16 07:00:00,7.125652250000017
2020-07-16 08:00:00,7.864974416666668
2020-07-16 09:00:00,3.6002589999999937
2020-07-16 10:00:00,6.174998583333327
2020-07-16 11:00:00,4.676430916666675
2020-07-16 12:00:00,7.1990896666666595
2020-07-16 13:00:00,10.707682083333316
2020-07-16 14:00:00,7.024740666666688
2020-07-16 15:00:00,4.87408825
2020-07-16 16:00:00,1.6829427500000025
2020-07-16 17:00:00,2.0824209999999894
2020-07-16 18:00:00,2.8084631666666624
2020-07-16 19:00:00,2.5667965833333355
2020-07-16 20:00:00,3.1660162499999838
2020-07-16 21:00:00,4.199089750000007
2020-07-16 22:00:00,1.574608749999996
2020-07-16 23:00:00,8.707422166666667
2020-07-17 00:00:00,1.2502600833333446
2020-07-17 01:00:00,0.9739587500000012
2020-07-17 02:00:00,0.8257813333333388
2020-07-17 03:00:00,1.1334625833333334
2020-07-17 04:00:00,0.05117183333333486
2020-07-17 05:00:00,-0.4592444166666496
2020-07-17 06:00:00,2.5998692499999976
2020-07-17 07:00:00,2.624608500000001
2020-07-17 08:00:00,1.84804758333334
2020-07-17 09:00:00,4.600131250000018
2020-07-17 10:00:00,10.358072666666658
2020-07-17 11:00:00,2.1572913333333403
2020-07-17 12:00:00,2.9744797500000004
2020-07-17 13:00:00,4.508854166666667
2020-07-17 14:00:00,11.691666083333326
2020-07-17 15:00:00,5.116666166666661
2020-07-17 16:00:00,5.016796916666671
2020-07-17 17:00:00,5.882422249999991
2020-07-17 18:00:00,7.533203000000008
2020-07-17 19:00:00,10.558333916666685
2020-07-17 20:00:00,3.9664071666666634
2020-07-17 21:00:00,2.5680979999999916
2020-07-17 22:00:00,4.074088166666662
2020-07-17 23:00:00,2.8079415833333243
2020-07-18 00:00:00,2.817448583333338
2020-07-18 01:00:00,2.4420569999999837
2020-07-18 02:00:00,6.9588529166666735
2020-07-18 03:00:00,8.068749500000003
2020-07-18 04:00:00,2.133854666666672
2020-07-18 05:00:00,0.8502603333333383
2020-07-18 06:00:00,1.3497395833333314
2020-07-18 07:00:00,5.992317083333332
2020-07-18 08:00:00,9.166667083333325
2020-07-18 09:00:00,0.7660162499999998
2020-07-18 10:00:00,1.3484375833333289
2020-07-18 11:00:00,7.990885166666674
2020-07-18 12:00:00,10.14908916666667
2020-07-18 13:00:00,10.524088333333333
2020-07-18 14:00:00,10.51458333333332
2020-07-18 15:00:00,10.849740833333321
2020-07-18 16:00:00,11.316667749999993
2020-07-18 17:00:00,11.403125749999996
2020-07-18 18:00:00,11.599738416666641
2020-07-18 19:00:00,11.715105083333304
2020-07-18 20:00:00,11.496746083333335
2020-07-18 21:00:00,11.414583583333325
2020-07-18 22:00:00,11.266666416666654
2020-07-18 23:00:00,11.283462666666658
2020-07-19 00:00:00,11.03333208333332
2020-07-19 01:00:00,10.891407583333326
2020-07-19 02:00:00,10.624741166666666
2020-07-19 03:00:00,10.383332750000008
2020-07-19 04:00:00,10.247396000000002
2020-07-19 05:00:00,11.51562525
2020-07-19 06:00:00,10.883333500000004
2020-07-19 07:00:00,10.358333583333321
2020-07-19 08:00:00,9.482941916666661
2020-07-19 09:00:00,10.124999499999994
2020-07-19 10:00:00,9.433333333333325
2020-07-19 11:00:00,8.98385283333333
2020-07-19 12:00:00,9.299999416666664
2020-07-19 13:00:00,9.65833358333333
2020-07-19 14:00:00,8.858462999999992
2020-07-19 15:00:00,8.782813166666656
2020-07-19 16:00:00,7.805990500000008
2020-07-19 17:00:00,7.365886166666655
2020-07-19 18:00:00,7.300129416666664
2020-07-19 19:00:00,7.200129416666663
2020-07-19 20:00:00,6.683073333333333
2020-07-19 21:00:00,6.581510666666659
2020-07-19 22:00:00,6.785547249999992
2020-07-19 23:00:00,6.391927000000003
2020-07-20 00:00:00,6.1552084166666745
2020-07-20 01:00:00,6.226300666666668
2020-07-20 02:00:00,6.017837999999991
2020-07-20 03:00:00,5.8826827499999865
2020-07-20 04:00:00,5.86614625
2020-07-20 05:00:00,5.5506511666666825
2020-07-20 06:00:00,6.084114916666664
2020-07-20 07:00:00,4.249609749999991
2020-07-20 08:00:00,0.5165361666666684
2020-07-20 09:00:00,0.6492192500000016
2020-07-20 10:00:00,0.4584625833333362
2020-07-20 11:00:00,0.717056916666678
2020-07-20 12:00:00,0.5087236666666612
2020-07-20 13:00:00,1.5243499166666652
2020-07-20 14:00:00,5.824610500000006
2020-07-20 15:00:00,8.93333458333332
2020-07-20 16:00:00,8.07500066666666
2020-07-20 17:00:00,6.549088666666656
2020-07-20 18:00:00,6.4427089166666605
2020-07-20 19:00:00,6.3330723333333205
2020-07-20 20:00:00,1.874740250000002
2020-07-20 21:00:00,0.3910160000000076
2020-07-20 22:00:00,-0.09166549999999772
2020-07-20 23:00:00,0.4419280000000114
2020-07-21 00:00:00,0.6667976666666533
2020-07-21 01:00:00,-0.058203250000005376
2020-07-21 02:00:00,-0.3911456666666666
2020-07-21 03:00:00,-0.6575520833333428
2020-07-21 04:00:00,-0.8488279999999975
2020-07-21 05:00:00,-0.9569011666666682
2020-07-21 06:00:00,0.5658852499999938
2020-07-21 07:00:00,6.1665366666666594
2020-07-21 08:00:00,5.733202916666663
2020-07-21 09:00:00,0.7924477500000079
2020-07-21 10:00:00,0.9662765833333468
2020-07-21 11:00:00,8.299479916666655
2020-07-21 12:00:00,2.0924474166666585
2020-07-21 13:00:00,7.783333749999998
2020-07-21 14:00:00,3.0083336666666725
2020-07-21 15:00:00,0.832812083333323
2020-07-21 16:00:00,1.4501298333333352
2020-07-21 17:00:00,5.5505210833333365
2020-07-21 18:00:00,5.700780666666668
2020-07-21 19:00:00,1.3000014166666674
2020-07-21 20:00:00,3.225520416666676
2020-07-21 21:00:00,1.1839840833333284
2020-07-21 22:00:00,10.199088333333329
2020-07-21 23:00:00,6.007942083333318
2020-07-22 00:00:00,0.782812249999985
2020-07-22 01:00:00,2.083463416666653
2020-07-22 02:00:00,1.6740885833333294
2020-07-22 03:00:00,5.2074221666666665
2020-07-22 04:00:00,8.205469583333333
2020-07-22 05:00:00,2.125130249999991
2020-07-22 06:00:00,1.9821606666666651
2020-07-22 07:00:00,6.257812749999986
2020-07-22 08:00:00,7.0916660833333305
2020-07-22 09:00:00,1.9667968333333332
2020-07-22 10:00:00,6.716406499999992
2020-07-22 11:00:00,7.058723416666659
2020-07-22 12:00:00,2.006251166666672
2020-07-22 13:00:00,4.071485166666662
2020-07-22 14:00:00,7.783853333333339
2020-07-22 15:00:00,2.8167975000000065
2020-07-22 16:00:00,2.7998696666666665
2020-07-22 17:00:00,2.2412753333333195
2020-07-22 18:00:00,4.164583916666665
2020-07-22 19:00:00,2.00091175
2020-07-22 20:00:00,1.532422250000003
2020-07-22 21:00:00,0.6083328333333426
2020-07-22 22:00:00,-0.1738282500000068
2020-07-22 23:00:00,5.851042333333317
2020-07-23 00:00:00,4.69283858333332
2020-07-23 01:00:00,3.2908849999999816
2020-07-23 02:00:00,2.1341150000000084
2020-07-23 03:00:00,1.3509122500000146
2020-07-23 04:00:00,0.8088550833333414
2020-07-23 05:00:00,0.4507810833333252
2020-07-23 06:00:00,0.08906325000000237
2020-07-23 07:00:00,3.6998696666666646
2020-07-23 08:00:00,2.3901044166666594
2020-07-23 09:00:00,2.650130666666662
2020-07-23 10:00:00,7.617187750000013
2020-07-23 11:00:00,5.958983916666647
2020-07-23 12:00:00,6.008332416666661
2020-07-23 13:00:00,6.260155499999996
2020-07-23 14:00:00,2.0662762500000085
2020-07-23 15:00:00,6.9494783333333245
2020-07-23 16:00:00,5.125259916666664
2020-07-23 17:00:00,1.7505202499999797
2020-07-23 18:00:00,1.5929690000000036
2020-07-23 19:00:00,3.4838549166666724
2020-07-23 20:00:00,1.499869083333344
2020-07-23 21:00:00,1.4084638333333217
2020-07-23 22:00:00,1.0096351666666692
2020-07-23 23:00:00,0.7994798333333293
2020-07-24 00:00:00,0.692969000000005
2020-07-24 01:00:00,-0.41744708333334296
2020-07-24 02:00:00,2.89127599999999
2020-07-24 03:00:00,6.59166658333335
2020-07-24 04:00:00,2.150650666666671
2020-07-24 05:00:00,0.8173170000000098
2020-07-24 06:00:00,2.4893230833333457
2020-07-24 07:00:00,2.149869916666674
2020-07-24 08:00:00,1.1585949166666794
2020-07-24 09:00:00,2.0089849166666625
2020-07-24 10:00:00,1.6253907500000009
2020-07-24 11:00:00,1.6412759166666575
2020-07-24 12:00:00,4.450129833333335
2020-07-24 13:00:00,10.083462666666662
2020-07-24 14:00:00,3.473698666666672
2020-07-24 15:00:00,2.5588540833333298
2020-07-24 16:00:00,2.933072083333337
2020-07-24 17:00:00,4.132812666666666
2020-07-24 18:00:00,4.299478916666665
2020-07-24 19:00:00,3.5498705833333304
2020-07-24 20:00:00,3.4834644166666706
2020-07-24 21:00:00,4.373438416666659
2020-07-24 22:00:00,1.8503906666666623
2020-07-24 23:00:00,1.4579424166666612
2020-07-25 00:00:00,1.7239596666666728
2020-07-25 01:00:00,1.0824230833333317
2020-07-25 02:00:00,0.9994791666666742
2020-07-25 03:00:00,1.225651583333331
2020-07-25 04:00:00,1.0078127499999852
2020-07-25 05:00:00,1.8339853333333382
2020-07-25 06:00:00,1.4170573333333252
2020-07-25 07:00:00,0.5921877499999937
2020-07-25 08:00:00,1.7153640833333268
2020-07-25 09:00:00,2.6912755833333217
2020-07-25 10:00:00,6.891145249999994
2020-07-25 11:00:00,10.990755416666653
2020-07-25 12:00:00,5.958333249999996
2020-07-25 13:00:00,3.1579434166666616
2020-07-25 14:00:00,5.982552666666657
2020-07-25 15:00:00,13.408073499999999
2020-07-25 16:00:00,12.340624416666666
2020-07-25 17:00:00,6.56497375
2020-07-25 18:00:00,4.6421874999999835
2020-07-25 19:00:00,8.374348583333322
2020-07-25 20:00:00,10.999739083333333
2020-07-25 21:00:00,4.665364833333342
2020-07-25 22:00:00,2.648828083333335
2020-07-25 23:00:00,3.864843583333339
2020-07-26 00:00:00,9.716145416666665
2020-07-26 01:00:00,6.091927666666662
2020-07-26 02:00:00,1.9596354166666643
2020-07-26 03:00:00,2.8330725000000068
2020-07-26 04:00:00,2.0424467499999963
2020-07-26 05:00:00,8.483982749999987
2020-07-26 06:00:00,9.607160749999998
2020-07-26 07:00:00,2.490233999999994
2020-07-26 08:00:00,2.216926166666667
2020-07-26 09:00:00,8.867448333333343
2020-07-26 10:00:00,11.06523525
2020-07-26 11:00:00,5.040104916666658
2020-07-26 12:00:00,5.083983916666668
2020-07-26 13:00:00,11.316926499999996
2020-07-26 14:00:00,14.566536083333313
2020-07-26 15:00:00,14.599741083333313
2020-07-26 16:00:00,13.998827666666651
2020-07-26 17:00:00,11.849089333333332
2020-07-26 18:00:00,6.34999908333333
2020-07-26 19:00:00,3.2500002500000065
2020-07-26 20:00:00,5.4182296666666625
2020-07-26 21:00:00,12.607813000000007
2020-07-26 22:00:00,5.0084633333333395
2020-07-26 23:00:00,2.558333499999989
2020-07-27 00:00:00,9.874739916666648
2020-07-27 01:00:00,2.2739586666666725
2020-07-27 02:00:00,6.007422250000005
2020-07-27 03:00:00,8.365494583333337
2020-07-27 04:00:00,1.8072924999999884
2020-07-27 05:00:00,6.7500009166666635
2020-07-27 06:00:00,6.197918250000009
2020-07-27 07:00:00,3.591796666666653
2020-07-27 08:00:00,8.39049374999999
2020-07-27 09:00:00,8.075260583333332
2020-07-27 10:00:00,2.650261499999999
2020-07-27 11:00:00,4.0153649166666545
2020-07-27 12:00:00,8.008853333333327
2020-07-27 13:00:00,4.9415367500000045
2020-07-27 14:00:00,3.1579419166666725
2020-07-27 15:00:00,6.966666166666663
2020-07-27 16:00:00,6.6916671666666625
2020-07-27 17:00:00,2.8234383333333355
2020-07-27 18:00:00,2.4235678333333297
2020-07-27 19:00:00,4.4490893333333394
2020-07-27 20:00:00,1.766405750000004
2020-07-27 21:00:00,2.6832036666666643
2020-07-27 22:00:00,2.0580718333333365
2020-07-27 23:00:00,1.1423169166666651
2020-07-28 00:00:00,2.040886083333333
2020-07-28 01:00:00,1.041667083333337
2020-07-28 02:00:00,1.2748699166666808
2020-07-28 03:00:00,0.7833321666666606
2020-07-28 04:00:00,-0.2992185000000092
2020-07-28 05:00:00,-0.5988284166666844
2020-07-28 06:00:00,3.1748701666666648
2020-07-28 07:00:00,2.183983583333344
2020-07-28 08:00:00,1.2499989166666623
2020-07-28 09:00:00,7.040625083333339
2020-07-28 10:00:00,5.857292749999999
2020-07-28 11:00:00,1.5325524999999942
2020-07-28 12:00:00,1.959504916666674
2020-07-28 13:00:00,4.17421916666666
2020-07-28 14:00:00,2.758983916666665
2020-07-28 15:00:00,9.249218166666658
2020-07-28 16:00:00,5.275779749999983
2020-07-28 17:00:00,3.8079419166666635
2020-07-28 18:00:00,3.0079424166666517
2020-07-28 19:00:00,7.341796833333318
2020-07-28 20:00:00,2.5752605833333386
2020-07-28 21:00:00,2.342448416666663
2020-07-28 22:00:00,2.182812416666671
2020-07-28 23:00:00,2.0839850000000126
2020-07-29 00:00:00,1.2649736666666556
2020-07-29 01:00:00,8.316927666666674
2020-07-29 02:00:00,1.8421873333333492
2020-07-29 03:00:00,1.2154953333333296
2020-07-29 04:00:00,1.1411468333333303
2020-07-29 05:00:00,0.5837237500000043
2020-07-29 06:00:00,2.0089854166666608
2020-07-29 07:00:00,6.609375083333327
2020-07-29 08:00:00,8.720963749999989
2020-07-29 09:00:00,5.884373833333327
2020-07-29 10:00:00,5.82434825
2020-07-29 11:00:00,6.398699416666673
2020-07-29 12:00:00,9.390105333333338
2020-07-29 13:00:00,6.4417965833333435
2020-07-29 14:00:00,5.3832040833333386
2020-07-29 15:00:00,9.750130083333318
2020-07-29 16:00:00,5.5502594999999815
2020-07-29 17:00:00,3.0994793333333206
2020-07-29 18:00:00,3.5096348333333367
2020-07-29 19:00:00,4.1499994166666525
2020-07-29 20:00:00,7.541928500000004
2020-07-29 21:00:00,7.3337239999999975
2020-07-29 22:00:00,1.7003909166666773
2020-07-29 23:00:00,1.1585933333333287
2020-07-30 00:00:00,1.675910999999985
2020-07-30 01:00:00,1.2006510833333408
2020-07-30 02:00:00,1.6407555000000045
2020-07-30 03:00:00,0.7832033333333399
2020-07-30 04:00:00,1.3841148333333348
2020-07-30 05:00:00,2.2759113333333403
2020-07-30 06:00:00,2.125128916666661
2020-07-30 07:00:00,7.100128666666663
2020-07-30 08:00:00,9.716276249999991
2020-07-30 09:00:00,7.133853666666668
2020-07-30 10:00:00,7.234245416666673
2020-07-30 11:00:00,10.932161
2020-07-30 12:00:00,8.149609166666664
2020-07-30 13:00:00,7.600000833333333
2020-07-30 14:00:00,7.8166664999999975
2020-07-30 15:00:00,10.314713499999996
2020-07-30 16:00:00,9.950521250000008
2020-07-30 17:00:00,6.9161471666666685
2020-07-30 18:00:00,3.024739583333321
2020-07-30 19:00:00,2.190886166666665
2020-07-30 20:00:00,2.2259115833333283
2020-07-30 21:00:00,3.0744793333333282
2020-07-30 22:00:00,2.149349166666674
2020-07-30 23:00:00,1.1832035833333236
2020-07-31 00:00:00,2.108464083333331
2020-07-31 01:00:00,-0.3489584999999877
2020-07-31 02:00:00,-1.1825521666666603
2020-07-31 03:00:00,-0.9985671666666532
2020-07-31 04:00:00,-0.6989588333333359
2020-07-31 05:00:00,-0.8664065833333368
2020-07-31 06:00:00,-0.7342444166666553
2020-07-31 07:00:00,3.774870083333326
2020-07-31 08:00:00,4.883722916666663
2020-07-31 09:00:00,4.075130416666681
2020-07-31 10:00:00,3.8907552500000047
2020-07-31 11:00:00,4.141406750000016
2020-07-31 12:00:00,4.074088583333328
2020-07-31 13:00:00,9.074739749999992
2020-07-31 14:00:00,7.450388999999981
2020-07-31 15:00:00,4.333333499999988
2020-07-31 16:00:00,2.62552041666666
2020-07-31 17:00:00,2.0996100833333458
2020-07-31 18:00:00,2.9839841666666733
2020-07-31 19:00:00,2.6427073333333126
2020-07-31 20:00:00,2.108202333333324
2020-07-31 21:00:00,0.8161459166666489
2020-07-31 22:00:00,1.6756512499999945
2020-07-31 23:00:00,0.5247398333333209
2020-08-01 00:00:00,-0.2084632500000012
2020-08-01 01:00:00,-0.3994802500000105
2020-08-01 02:00:00,-0.4748701666666762
2020-08-01 03:00:00,-0.6242191666666628
2020-08-01 04:00:00,-0.8595043333333265
2020-08-01 05:00:00,-0.9164064166666606
2020-08-01 06:00:00,-0.41835933333332775
2020-08-01 07:00:00,3.4661470833333325
2020-08-01 08:00:00,0.8677078333333341
2020-08-01 09:00:00,1.0740876666666708
2020-08-01 10:00:00,1.7736979166666629
2020-08-01 11:00:00,0.9089834999999908
2020-08-01 12:00:00,2.0901046666666616
2020-08-01 13:00:00,2.1091138333333315
2020-08-01 14:00:00,0.5251293333333322
2020-08-01 15:00:00,2.398827416666656
2020-08-01 16:00:00,2.942187500000003
2020-08-01 17:00:00,2.1236977499999843
2020-08-01 18:00:00,2.5755209999999953
2020-08-01 19:00:00,1.6585944166666735
2020-08-01 20:00:00,1.4239579166666658
2020-08-01 21:00:00,1.8079420833333304
2020-08-01 22:00:00,1.2315115000000034
2020-08-01 23:00:00,0.5067712499999928
2020-08-02 00:00:00,0.7845049166666627
2020-08-02 01:00:00,0.5325519999999955
2020-08-02 02:00:00,1.292317500000003
2020-08-02 03:00:00,-0.06601608333333786
2020-08-02 04:00:00,-0.5742185833333338
2020-08-02 05:00:00,-0.7513012499999832
2020-08-02 06:00:00,-0.9411465833333352
2020-08-02 07:00:00,4.281771166666665
2020-08-02 08:00:00,7.151040416666652
2020-08-02 09:00:00,1.2059901666666522
2020-08-02 10:00:00,0.5570310833333211
2020-08-02 11:00:00,2.0408853333333425
2020-08-02 12:00:00,8.725650916666666
2020-08-02 13:00:00,2.242838666666671
2020-08-02 14:00:00,9.975520916666667
2020-08-02 15:00:00,5.358073749999996
2020-08-02 16:00:00,3.3997402500000082
2020-08-02 17:00:00,0.916275833333316
2020-08-02 18:00:00,1.941536333333346
2020-08-02 19:00:00,4.75078116666667
2020-08-02 20:00:00,7.8092450833333436
2020-08-02 21:00:00,5.36601533333333
2020-08-02 22:00:00,3.007422833333329
2020-08-02 23:00:00,1.7998693333333335
2020-08-03 00:00:00,1.031771583333331
2020-08-03 01:00:00,0.7377596666666691
2020-08-03 02:00:00,0.579036083333321
2020-08-03 03:00:00,0.4786458333333457
2020-08-03 04:00:00,0.3114593333333389
2020-08-03 05:00:00,0.16250083333332555
2020-08-03 06:00:00,0.02552033333333981
2020-08-03 07:00:00,-0.05104216666666872
2020-08-03 08:00:00,-0.15807424999999853
2020-08-03 09:00:00,-0.2660155833333277
2020-08-03 10:00:00,-0.4095050833333431
2020-08-03 11:00:00,-0.5403640833333299
2020-08-03 12:00:00,-0.6342451666666804
2020-08-03 13:00:00,-0.7493490000000165
2020-08-03 14:00:00,-0.849999749999995
2020-08-03 15:00:00,3.508463666666663
2020-08-03 16:00:00,1.0096355833333348
2020-08-03 17:00:00,1.1337238333333488
2020-08-03 18:00:00,1.0503908333333245
2020-08-03 19:00:00,0.5749992499999976
2020-08-03 20:00:00,0.5588540833333298
2020-08-03 21:00:00,0.9911465833333324
2020-08-03 22:00:00,1.6845045833333288
2020-08-03 23:00:00,1.3750004166666656
2020-08-04 00:00:00,0.4085933333333287
2020-08-04 01:00:00,-0.04153658333333965
2020-08-04 02:00:00,-0.19388000000000005
2020-08-04 03:00:00,-0.2419267499999904
2020-08-04 04:00:00,-0.4085924999999975
2020-08-04 05:00:00,-0.5075516666666715
2020-08-04 06:00:00,-0.5619787499999944
2020-08-04 07:00:00,-0.5578125000000114
2020-08-04 08:00:00,-0.6979160833333466
2020-08-04 09:00:00,3.2755214166666637
2020-08-04 10:00:00,1.6337240000000148
2020-08-04 11:00:00,1.4748704166666895
2020-08-04 12:00:00,1.210025833333333
2020-08-04 13:00:00,0.8751301666666649
2020-08-04 14:00:00,1.2153649999999985
2020-08-04 15:00:00,1.3329434999999918
2020-08-04 16:00:00,0.5669272500000133
2020-08-04 17:00:00,0.4239590000000106
2020-08-04 18:00:00,0.7756509166666703
2020-08-04 19:00:00,0.9914065000000108
2020-08-04 20:00:00,0.5410167500000114
2020-08-04 21:00:00,0.007291166666654192
2020-08-04 22:00:00,-0.1420565833333356
2020-08-04 23:00:00,-0.35025949999999995
2020-08-05 00:00:00,-0.4588535000000036
2020-08-05 01:00:00,-0.5733064999999941
2020-08-05 02:00:00,-0.7174475833333247
2020-08-05 03:00:00,-0.7497392500000046
2020-08-05 04:00:00,-0.8678364166666626
2020-08-05 05:00:00,-0.9499999999999956
2020-08-05 06:00:00,-1.0917958333333289
2020-08-05 07:00:00,3.608723333333323
2020-08-05 08:00:00,1.9173186666666735
2020-08-05 09:00:00,1.0598957499999884
2020-08-05 10:00:00,1.3583337499999928
2020-08-05 11:00:00,0.8088545833333214
2020-08-05 12:00:00,1.1425780833333263
2020-08-05 13:00:00,0.7333345000000122
2020-08-05 14:00:00,1.8244782499999983
2020-08-05 15:00:00,1.3980460000000081
2020-08-05 16:00:00,0.5153651666666761
2020-08-05 17:00:00,1.2580738333333414
2020-08-05 18:00:00,1.2589841666666572
2020-08-05 19:00:00,0.7752599999999887
2020-08-05 20:00:00,0.3230468333333292
2020-08-05 21:00:00,1.6496102500000092
2020-08-05 22:00:00,0.4746094166666594
2020-08-05 23:00:00,-0.06757708333333312
2020-08-06 00:00:00,0.5671873333333224
2020-08-06 01:00:00,-0.04192708333332007
2020-08-06 02:00:00,-0.2740889166666705
2020-08-06 03:00:00,-0.4666666666666544
2020-08-06 04:00:00,-0.5322930000000028
2020-08-06 05:00:00,-0.6119786666666656
2020-08-06 06:00:00,-0.6755194999999999
2020-08-06 07:00:00,3.0399752499999977
2020-08-06 08:00:00,1.0588533333333103
2020-08-06 09:00:00,1.0997381666666683
2020-08-06 10:00:00,1.1075510833333269
2020-08-06 11:00:00,0.8911455833333406
2020-08-06 12:00:00,1.1078126666666748
2020-08-06 13:00:00,1.318359000000008
2020-08-06 14:00:00,1.999999083333336
2020-08-06 15:00:00,1.7255205000000158
2020-08-06 16:00:00,1.1744794166666637
2020-08-06 17:00:00,2.075521583333341
2020-08-06 18:00:00,1.2071618333333165
2020-08-06 19:00:00,1.7091134999999795
2020-08-06 20:00:00,1.058593666666674
2020-08-06 21:00:00,0.8343746666666547
2020-08-06 22:00:00,0.8251299166666684
2020-08-06 23:00:00,1.2645836666666526
2020-08-07 00:00:00,0.02552116666667814
2020-08-07 01:00:00,1.0423170000000042
2020-08-07 02:00:00,0.11666691666666652
2020-08-07 03:00:00,-0.34114591666667593
2020-08-07 04:00:00,-0.5576820833333258
2020-08-07 05:00:00,-0.7658858333333356
2020-08-07 06:00:00,-0.8760408333333203
2020-08-07 07:00:00,3.215494750000005
2020-08-07 08:00:00,1.4510411666666556
2020-08-07 09:00:00,1.4998700833333345
2020-08-07 10:00:00,0.6350260833333436
2020-08-07 11:00:00,1.9993490833333285
2020-08-07 12:00:00,1.3761709999999994
2020-08-07 13:00:00,1.875781833333328
2020-08-07 14:00:00,2.749478416666655
2020-08-07 15:00:00,7.999609583333324
2020-08-07 16:00:00,1.1585937499999943
2020-08-07 17:00:00,1.376172500000003
2020-08-07 18:00:00,3.4078110000000024
2020-08-07 19:00:00,0.9498695000000056
2020-08-07 20:00:00,1.713932749999998
2020-08-07 21:00:00,1.541536166666667
2020-08-07 22:00:00,0.9088544166666636
2020-08-07 23:00:00,1.5411453333333327
2020-08-08 00:00:00,0.6501306666666622
2020-08-08 01:00:00,1.0652347500000021
2020-08-08 02:00:00,0.8093744166666709
2020-08-08 03:00:00,0.7414055833333322
2020-08-08 04:00:00,0.7249999166666683
2020-08-08 05:00:00,0.5924474999999916
2020-08-08 06:00:00,2.04153625
2020-08-08 07:00:00,3.174348916666652
2020-08-08 08:00:00,2.1921880833333347
2020-08-08 09:00:00,5.525261916666651
2020-08-08 10:00:00,7.092187833333334
2020-08-08 11:00:00,2.790624583333333
2020-08-08 12:00:00,2.8839834166666662
2020-08-08 13:00:00,3.6578128333333377
2020-08-08 14:00:00,7.733854916666673
2020-08-08 15:00:00,12.558462583333325
2020-08-08 16:00:00,10.573958333333325
2020-08-08 17:00:00,6.574869166666652
2020-08-08 18:00:00,5.357942999999999
2020-08-08 19:00:00,2.8093747499999964
2020-08-08 20:00:00,10.84166683333332
2020-08-08 21:00:00,6.642317416666671
2020-08-08 22:00:00,2.1332031666666684
2020-08-08 23:00:00,2.616795916666682
2020-08-09 00:00:00,9.14179708333333
2020-08-09 01:00:00,5.074480416666682
2020-08-09 02:00:00,2.1397144999999966
2020-08-09 03:00:00,2.3977867499999945
2020-08-09 04:00:00,1.7752602499999952
2020-08-09 05:00:00,1.5075524999999883
2020-08-09 06:00:00,4.9095047499999955
2020-08-09 07:00:00,10.11640583333334
2020-08-09 08:00:00,3.149218999999988
2020-08-09 09:00:00,1.900391416666665
2020-08-09 10:00:00,1.7496088333333404
2020-08-09 11:00:00,2.915495
2020-08-09 12:00:00,3.458853750000003
2020-08-09 13:00:00,12.231510749999998
2020-08-09 14:00:00,11.591275583333328
2020-08-09 15:00:00,4.315755249999988
2020-08-09 16:00:00,3.999609666666672
2020-08-09 17:00:00,11.147785749999983
2020-08-09 18:00:00,8.33255308333333
2020-08-09 19:00:00,2.3664058333333458
2020-08-09 20:00:00,2.4158853333333283
2020-08-09 21:00:00,9.668229583333328
2020-08-09 22:00:00,5.22565116666668
2020-08-09 23:00:00,1.5812511666666609
2020-08-10 00:00:00,1.7084624166666629
2020-08-10 01:00:00,6.839973916666657
2020-08-10 02:00:00,9.851563083333325
2020-08-10 03:00:00,3.557812333333338
2020-08-10 04:00:00,3.216664916666652
2020-08-10 05:00:00,1.550781833333332
2020-08-10 06:00:00,1.3915364999999935
2020-08-10 07:00:00,5.5084646666666535
2020-08-10 08:00:00,11.991666499999981
2020-08-10 09:00:00,12.366665833333323
2020-08-10 10:00:00,6.916666666666671
2020-08-10 11:00:00,10.392317166666672
2020-08-10 12:00:00,13.066796333333324
2020-08-10 13:00:00,10.766146166666665
2020-08-10 14:00:00,11.042188083333324
2020-08-10 15:00:00,12.85846433333333
2020-08-10 16:00:00,12.13216074999999
2020-08-10 17:00:00,11.140884583333333
2020-08-10 18:00:00,6.049479500000004
2020-08-10 19:00:00,2.350260083333339
2020-08-10 20:00:00,3.433203083333339
2020-08-10 21:00:00,7.059635499999992
2020-08-10 22:00:00,9.774869833333339
2020-08-10 23:00:00,8.16705658333332
2020-08-11 00:00:00,1.5894529999999918
2020-08-11 01:00:00,0.5091151666666605
2020-08-11 02:00:00,0.8080728333333482
2020-08-11 03:00:00,0.907032083333334
2020-08-11 04:00:00,1.2515623333333394
2020-08-11 05:00:00,-0.2166660833333367
