Date,kW,OAT,AHU_01_Discharge_Fan_01_Speed
2019-01-03 07:00:00,985.1339999999999,22.625,59.4
2019-01-03 07:15:00,971.595,22.70830027,59.39
2019-01-03 07:30:00,948.954,23.27083333,59.27
2019-01-03 07:45:00,940.53,23.786466600000004,59.27
2019-01-03 08:00:00,930.9989999999999,24.661466600000004,59.34
2019-01-03 08:15:00,908.617,25.75523313,59.27
2019-01-03 08:30:00,873.8860000000001,26.87496694,59.17
2019-01-03 08:45:00,882.35,28.21873347,59.16
2019-01-03 09:00:00,842.966,29.59893354,59.07
2019-01-03 09:15:00,853.683,30.97393354,59.03
2019-01-03 09:30:00,804.185,32.36976687,59.22
2019-01-03 09:45:00,813.127,33.88543320000001,59.21
2019-01-03 10:00:00,752.752,35.0,59.3
2019-01-03 10:15:00,751.916,36.29169973,59.4
2019-01-03 10:30:00,730.763,37.375,59.29
2019-01-03 10:45:00,704.962,38.51040014,59.15
2019-01-03 11:00:00,710.4069999999999,39.58333333,59.2
2019-01-03 11:15:00,728.055,40.91666667,59.16
2019-01-03 11:30:00,690.666,42.12503306,59.24
2019-01-03 11:45:00,692.206,43.29166667,59.46
2019-01-03 12:00:00,670.209,44.09373347,59.59
2019-01-03 12:15:00,653.2909999999999,44.98959986,59.76
2019-01-03 12:30:00,639.4159999999999,45.77080027,59.91
2019-01-03 12:45:00,658.97,46.85416667,60.06
2019-01-03 13:00:00,623.794,47.66666667,60.14
2019-01-03 13:15:00,607.341,48.76040014,60.32
2019-01-03 13:30:00,612.61,49.52080027,60.29
2019-01-03 13:45:00,574.7230000000001,50.3125,60.5
2019-01-03 14:00:00,543.7769999999999,50.69790014,60.86
2019-01-03 14:15:00,544.1519999999999,51.36453374,61.22
2019-01-03 14:30:00,508.38800000000003,51.78123347,61.34
2019-01-03 14:45:00,493.48,52.23959986,61.32
2019-01-03 15:00:00,480.499,52.44790014,61.27
2019-01-03 15:15:00,443.728,52.94793320000001,61.28
2019-01-03 15:30:00,458.209,53.16666667,61.53
2019-01-03 15:45:00,472.216,53.02083333,61.54
2019-01-03 16:00:00,443.148,52.34373347,61.3
2019-01-03 16:15:00,462.097,52.17709986,61.3
2019-01-03 16:30:00,474.441,50.59373347,60.71
2019-01-03 16:45:00,487.21,50.3125,60.16
2019-01-03 17:00:00,472.81300000000005,49.29166667,0.0
2019-01-03 17:15:00,351.98199999999997,47.55213292,0.0
2019-01-03 17:30:00,216.64,47.55209986,0.0
2019-01-03 17:45:00,211.498,45.77083333,0.0
2019-01-03 18:00:00,213.71599999999998,45.17706679999999,0.0
2019-01-03 18:15:00,215.528,44.35413361,0.0
2019-01-03 18:30:00,221.49,41.84376653,0.0
2019-01-03 18:45:00,213.94799999999998,40.53123347,0.0
2019-01-03 19:00:00,217.42700000000002,39.75,0.0
2019-01-03 19:15:00,216.424,38.90623347,0.0
2019-01-03 19:30:00,215.387,38.20836639,0.0
2019-01-03 19:45:00,231.25,37.6875,0.0
2019-01-03 20:00:00,216.09099999999998,37.32290014,0.0
2019-01-03 20:15:00,219.69,37.00003306,0.0
2019-01-03 20:30:00,212.088,36.83330027,0.0
2019-01-03 20:45:00,215.81099999999998,36.09379959,0.0
2019-01-03 21:00:00,231.726,35.97916667,0.0
2019-01-03 21:15:00,223.967,35.19793320000001,0.0
2019-01-03 21:30:00,210.549,34.75,0.0
2019-01-03 21:45:00,229.622,34.43746694,0.0
2019-01-03 22:00:00,220.213,33.71873347,0.0
2019-01-03 22:15:00,242.266,33.21873347,0.0
2019-01-03 22:30:00,212.524,32.4479332,0.0
2019-01-03 22:45:00,217.53799999999998,32.33330027,0.0
2019-01-03 23:00:00,215.96900000000002,32.27083333,0.0
