Date,hwr,hws,oat
2017-10-25 09:45:08.292,175.6147,187.4139,36.0015
2017-10-25 09:45:08.311,175.6147,187.4139,36.0015
2017-10-25 09:45:08.441,175.6147,187.4139,36.0015
2017-10-25 10:00:14.122,175.6147,187.4139,35.8403
2017-10-25 10:00:14.140,175.6147,186.4916,35.8403
2017-10-25 10:00:14.165,178.2747,186.4916,35.8403
2017-10-25 10:00:14.184,178.2747,186.4916,35.8403
2017-10-25 10:00:14.209,178.2747,186.4916,35.8403
2017-10-25 10:00:14.332,178.2747,186.4916,35.8403
2017-10-25 10:01:26.801,178.2747,186.4916,35.8403
2017-10-25 10:05:57.777,178.2747,186.4916,35.8403
2017-10-25 10:09:43.589,178.2747,186.4916,35.8403
2017-10-25 10:14:32.033,178.2747,186.4916,35.8403
2017-10-25 10:15:15.000,178.2747,186.4916,35.9019
2017-10-25 10:15:15.016,178.2747,175.042,35.9019
2017-10-25 10:15:15.034,134.3217,175.042,35.9019
2017-10-25 10:15:15.052,134.3217,175.042,35.9019
2017-10-25 10:15:15.070,134.3217,175.042,35.9019
2017-10-25 10:15:15.172,134.3217,175.042,35.9019
2017-10-25 10:18:57.118,134.3217,175.042,35.9019
2017-10-25 10:24:11.483,134.3217,175.042,35.9019
2017-10-25 10:28:29.696,134.3217,175.042,35.9019
2017-10-25 10:31:02.285,134.3217,175.042,35.9722
2017-10-25 10:31:02.295,134.3217,173.9507,35.9722
2017-10-25 10:31:02.302,135.815,173.9507,35.9722
2017-10-25 10:31:02.307,135.815,173.9507,35.9722
2017-10-25 10:31:02.310,135.815,173.9507,35.9722
2017-10-25 10:31:02.326,135.815,173.9507,35.9722
2017-10-25 10:32:38.428,135.815,173.9507,35.9722
2017-10-25 10:38:03.534,135.815,173.9507,35.9722
2017-10-25 10:43:01.112,135.815,173.9507,35.9722
2017-10-25 10:45:16.707,135.815,173.9507,35.8352
2017-10-25 10:45:16.731,135.815,172.06900000000002,35.8352
2017-10-25 10:45:16.759,133.3896,172.06900000000002,35.8352
2017-10-25 10:45:16.788,133.3896,172.06900000000002,35.8352
2017-10-25 10:45:16.805,133.3896,172.06900000000002,35.8352
2017-10-25 10:45:16.918,133.3896,172.06900000000002,35.8352
2017-10-25 10:47:44.409,133.3896,172.06900000000002,35.8352
2017-10-25 10:52:15.487,133.3896,172.06900000000002,35.8352
2017-10-25 10:56:56.458,133.3896,172.06900000000002,35.8352
2017-10-25 11:00:07.794,133.3896,172.06900000000002,36.009
2017-10-25 11:00:07.814,133.3896,173.9885,36.009
2017-10-25 11:00:07.832,133.2945,173.9885,36.009
2017-10-25 11:00:07.858,133.2945,173.9885,36.009
2017-10-25 11:00:07.877,133.2945,173.9885,36.009
2017-10-25 11:00:07.998,133.2945,173.9885,36.009
2017-10-25 11:01:21.704,133.2945,173.9885,36.009
2017-10-25 11:04:04.867,133.2945,173.9885,36.009
2017-10-25 11:07:40.531,133.2945,173.9885,36.009
2017-10-25 11:10:49.207,133.2945,173.9885,36.009
2017-10-25 11:13:55.929,133.2945,173.9885,36.009
2017-10-25 11:15:07.960,133.2945,173.9885,36.2259
2017-10-25 11:15:07.977,133.2945,174.5207,36.2259
2017-10-25 11:15:07.994,131.8249,174.5207,36.2259
2017-10-25 11:15:08.011,131.8249,174.5207,36.2259
2017-10-25 11:15:08.028,131.8249,174.5207,36.2259
2017-10-25 11:15:08.143,131.8249,174.5207,36.2259
2017-10-25 11:17:05.370,131.8249,174.5207,36.2259
2017-10-25 11:19:41.525,131.8249,174.5207,36.2259
2017-10-25 11:22:54.890,131.8249,174.5207,36.2259
2017-10-25 11:26:14.706,131.8249,174.5207,36.2259
2017-10-25 11:29:04.570,131.8249,174.5207,36.2259
2017-10-25 11:30:08.649,131.8249,174.5207,36.4304
2017-10-25 11:30:08.667,131.8249,174.0806,36.4304
2017-10-25 11:30:08.687,131.1344,174.0806,36.4304
2017-10-25 11:30:08.722,131.1344,174.0806,36.4304
2017-10-25 11:30:08.740,131.1344,174.0806,36.4304
2017-10-25 11:30:08.870,131.1344,174.0806,36.4304
2017-10-25 11:32:10.896,131.1344,174.0806,36.4304
2017-10-25 11:35:30.573,131.1344,174.0806,36.4304
2017-10-25 11:38:17.486,131.1344,174.0806,36.4304
2017-10-25 11:41:23.636,131.1344,174.0806,36.4304
2017-10-25 11:44:30.477,131.1344,174.0806,36.4304
2017-10-25 11:45:08.095,131.1344,174.0806,36.5938
2017-10-25 11:45:08.119,131.1344,173.2063,36.5938
2017-10-25 11:45:08.136,130.6154,173.2063,36.5938
2017-10-25 11:45:08.155,130.6154,173.2063,36.5938
2017-10-25 11:45:08.173,130.6154,173.2063,36.5938
2017-10-25 11:45:08.299,130.6154,173.2063,36.5938
2017-10-25 11:47:30.811,130.6154,173.2063,36.5938
2017-10-25 11:50:57.863,130.6154,173.2063,36.5938
2017-10-25 11:54:17.184,130.6154,173.2063,36.5938
2017-10-25 11:57:54.533,130.6154,173.2063,36.5938
2017-10-25 12:00:08.096,130.6154,173.2063,36.4725
2017-10-25 12:00:08.116,130.6154,174.7352,36.4725
2017-10-25 12:00:08.135,131.6405,174.7352,36.4725
2017-10-25 12:00:08.170,131.6405,174.7352,36.4725
2017-10-25 12:00:08.189,131.6405,174.7352,36.4725
2017-10-25 12:00:08.309,131.6405,174.7352,36.4725
2017-10-25 12:02:25.170,131.6405,174.7352,36.4725
2017-10-25 12:06:35.818,131.6405,174.7352,36.4725
2017-10-25 12:11:26.396,131.6405,174.7352,36.4725
2017-10-25 12:15:08.556,131.6405,174.7352,36.6582
2017-10-25 12:15:08.576,131.6405,180.1599,36.6582
2017-10-25 12:15:08.595,134.0042,180.1599,36.6582
2017-10-25 12:15:08.623,134.0042,180.1599,36.6582
2017-10-25 12:15:08.640,134.0042,180.1599,36.6582
2017-10-25 12:15:08.747,134.0042,180.1599,36.6582
2017-10-25 12:15:42.217,134.0042,180.1599,36.6582
2017-10-25 12:19:18.156,134.0042,180.1599,36.6582
2017-10-25 12:23:34.971,134.0042,180.1599,36.6582
2017-10-25 12:27:58.199,134.0042,180.1599,36.6582
2017-10-25 12:30:08.546,134.0042,180.1599,36.8977
2017-10-25 12:30:08.576,134.0042,181.4216,36.8977
2017-10-25 12:30:08.595,136.4602,181.4216,36.8977
2017-10-25 12:30:08.621,136.4602,181.4216,36.8977
2017-10-25 12:30:08.640,136.4602,181.4216,36.8977
2017-10-25 12:30:08.775,136.4602,181.4216,36.8977
2017-10-25 12:33:10.997,136.4602,181.4216,36.8977
2017-10-25 12:37:16.532,136.4602,181.4216,36.8977
2017-10-25 12:41:34.164,136.4602,181.4216,36.8977
2017-10-25 12:45:07.799,136.4602,181.4216,37.2983
2017-10-25 12:45:07.816,136.4602,184.3525,37.2983
2017-10-25 12:45:07.834,139.2904,184.3525,37.2983
2017-10-25 12:45:07.857,139.2904,184.3525,37.2983
2017-10-25 12:45:07.876,139.2904,184.3525,37.2983
2017-10-25 12:45:08.001,139.2904,184.3525,37.2983
2017-10-25 12:45:59.844,139.2904,184.3525,37.2983
2017-10-25 12:50:35.099,139.2904,184.3525,37.2983
2017-10-25 12:55:08.201,139.2904,184.3525,37.2983
2017-10-25 12:59:21.298,139.2904,184.3525,37.2983
2017-10-25 13:00:07.767,139.2904,184.3525,37.648
2017-10-25 13:00:07.789,139.2904,185.4911,37.648
2017-10-25 13:00:07.806,138.389,185.4911,37.648
2017-10-25 13:00:07.824,138.389,185.4911,37.648
2017-10-25 13:00:07.842,138.389,185.4911,37.648
2017-10-25 13:00:07.965,138.389,185.4911,37.648
2017-10-25 13:05:26.702,138.389,185.4911,37.648
2017-10-25 13:10:20.344,138.389,185.4911,37.648
2017-10-25 13:14:20.084,138.389,185.4911,37.648
2017-10-25 13:15:07.991,138.389,185.4911,38.1917
2017-10-25 13:15:08.009,138.389,185.8179,38.1917
2017-10-25 13:15:08.028,138.4991,185.8179,38.1917
2017-10-25 13:15:08.047,138.4991,185.8179,38.1917
2017-10-25 13:15:08.075,138.4991,185.8179,38.1917
2017-10-25 13:15:08.192,138.4991,185.8179,38.1917
2017-10-25 13:19:07.993,138.4991,185.8179,38.1917
2017-10-25 13:24:29.779,138.4991,185.8179,38.1917
2017-10-25 13:29:18.328,138.4991,185.8179,38.1917
2017-10-25 13:30:08.442,138.4991,185.8179,39.0115
2017-10-25 13:30:08.461,138.4991,185.8902,39.0115
2017-10-25 13:30:08.486,139.5793,185.8902,39.0115
2017-10-25 13:30:08.504,139.5793,185.8902,39.0115
2017-10-25 13:30:08.521,139.5793,185.8902,39.0115
2017-10-25 13:30:08.630,139.5793,185.8902,39.0115
2017-10-25 13:34:01.685,139.5793,185.8902,39.0115
2017-10-25 13:39:30.957,139.5793,185.8902,39.0115
2017-10-25 13:45:07.922,139.5793,185.8902,39.7656
2017-10-25 13:45:07.940,139.5793,185.5261,39.7656
2017-10-25 13:45:07.959,143.2965,185.5261,39.7656
2017-10-25 13:45:07.978,143.2965,185.5261,39.7656
2017-10-25 13:45:07.997,143.2965,185.5261,39.7656
2017-10-25 13:45:08.142,143.2965,185.5261,39.7656
2017-10-25 13:45:51.236,143.2965,185.5261,39.7656
2017-10-25 13:52:19.674,143.2965,185.5261,39.7656
2017-10-25 13:56:37.841,143.2965,185.5261,39.7656
2017-10-25 14:00:08.079,143.2965,185.5261,39.8469
2017-10-25 14:00:08.096,143.2965,186.4942,39.8469
2017-10-25 14:00:08.114,146.1645,186.4942,39.8469
2017-10-25 14:00:08.131,146.1645,186.4942,39.8469
2017-10-25 14:00:08.150,146.1645,186.4942,39.8469
2017-10-25 14:00:08.265,146.1645,186.4942,39.8469
2017-10-25 14:01:40.963,146.1645,186.4942,39.8469
2017-10-25 14:07:02.755,146.1645,186.4942,39.8469
2017-10-25 14:12:12.690,146.1645,186.4942,39.8469
2017-10-26 05:00:08.489,173.9793,186.2828,39.3383
2017-10-26 05:00:08.515,173.9793,186.7549,39.3383
2017-10-26 05:00:08.534,174.9043,186.7549,39.3383
2017-10-26 05:00:08.553,174.9043,186.7549,39.3383
2017-10-26 05:00:08.579,174.9043,186.7549,39.3383
2017-10-26 05:00:08.699,174.9043,186.7549,39.3383
2017-10-26 05:15:07.951,174.9043,186.7549,39.1431
2017-10-26 05:15:07.975,174.9043,186.4668,39.1431
2017-10-26 05:15:07.994,175.6629,186.4668,39.1431
2017-10-26 05:15:08.012,175.6629,186.4668,39.1431
2017-10-26 05:15:08.032,175.6629,186.4668,39.1431
2017-10-26 05:15:08.161,175.6629,186.4668,39.1431
2017-10-26 05:29:21.999,175.6629,186.4668,39.1431
2017-10-26 05:30:07.844,175.6629,186.4668,38.6692
2017-10-26 05:30:07.870,175.6629,186.1819,38.6692
2017-10-26 05:30:07.889,175.8937,186.1819,38.6692
2017-10-26 05:30:07.916,175.8937,186.1819,38.6692
2017-10-26 05:30:07.934,175.8937,186.1819,38.6692
2017-10-26 05:30:08.066,175.8937,186.1819,38.6692
2017-10-26 05:45:07.919,175.8937,186.1819,38.8643
2017-10-26 05:45:07.937,175.8937,186.0067,38.8643
2017-10-26 05:45:07.955,175.9474,186.0067,38.8643
2017-10-26 05:45:07.974,175.9474,186.0067,38.8643
2017-10-26 05:45:07.992,175.9474,186.0067,38.8643
2017-10-26 05:45:08.108,175.9474,186.0067,38.8643
2017-10-26 06:00:08.432,175.9474,186.0067,39.4624
2017-10-26 06:00:08.451,175.9474,186.0037,39.4624
2017-10-26 06:00:08.471,175.8417,186.0037,39.4624
2017-10-26 06:00:08.502,175.8417,186.0037,39.4624
2017-10-26 06:00:08.520,175.8417,186.0037,39.4624
2017-10-26 06:00:08.655,175.8417,186.0037,39.4624
2017-10-26 06:09:52.624,175.8417,186.0037,39.4624
2017-10-26 08:00:07.885,175.5514,186.7309,39.7897
2017-10-26 08:00:07.904,175.5514,186.739,39.7897
2017-10-26 08:00:07.933,175.5448,186.739,39.7897
2017-10-26 08:00:07.953,175.5448,186.739,39.7897
2017-10-26 08:00:07.981,175.5448,186.739,39.7897
2017-10-26 08:00:08.102,175.5448,186.739,39.7897
2017-10-26 08:08:20.479,175.5448,186.739,39.7897
2017-10-26 08:15:08.446,175.5448,186.739,39.3538
2017-10-26 08:15:08.462,175.5448,186.7154,39.3538
2017-10-26 08:15:08.480,175.6034,186.7154,39.3538
2017-10-26 08:15:08.499,175.6034,186.7154,39.3538
2017-10-26 08:15:08.518,175.6034,186.7154,39.3538
2017-10-26 08:15:08.629,175.6034,186.7154,39.3538
2017-10-26 08:30:07.911,175.6034,186.7154,38.9958
2017-10-26 08:30:07.930,175.6034,186.5786,38.9958
2017-10-26 08:30:07.962,175.575,186.5786,38.9958
2017-10-26 08:30:07.980,175.575,186.5786,38.9958
2017-10-26 08:30:08.007,175.575,186.5786,38.9958
2017-10-26 08:30:08.128,175.575,186.5786,38.9958
2017-10-26 08:45:08.074,175.575,186.5786,39.0656
2017-10-26 08:45:08.099,175.575,186.44,39.0656
2017-10-26 08:45:08.118,175.5544,186.44,39.0656
2017-10-26 08:45:08.150,175.5544,186.44,39.0656
2017-10-26 08:45:08.169,175.5544,186.44,39.0656
2017-10-26 08:45:08.283,175.5544,186.44,39.0656
2017-10-26 08:50:32.356,175.5544,186.44,39.0656
2017-10-26 09:00:10.286,175.5544,186.44,38.9356
2017-10-26 09:00:10.305,175.5544,186.0591,38.9356
2017-10-26 09:00:10.324,172.5845,186.0591,38.9356
2017-10-26 09:00:10.342,172.5845,186.0591,38.9356
2017-10-26 09:00:10.375,172.5845,186.0591,38.9356
2017-10-26 09:00:10.501,172.5845,186.0591,38.9356
2017-10-26 09:09:13.569,172.5845,186.0591,38.9356
2017-10-26 09:15:13.237,172.5845,186.0591,38.6019
2017-10-26 09:15:13.255,172.5845,187.2971,38.6019
2017-10-26 09:15:13.274,175.1169,187.2971,38.6019
2017-10-26 09:15:13.300,175.1169,187.2971,38.6019
2017-10-26 09:15:13.319,175.1169,187.2971,38.6019
2017-10-26 09:15:13.432,175.1169,187.2971,38.6019
2017-10-26 09:18:41.474,175.1169,187.2971,38.6019
2017-10-26 09:29:01.532,175.1169,187.2971,38.6019
2017-10-26 09:30:13.412,175.1169,187.2971,38.5899
2017-10-26 09:30:13.431,175.1169,186.4928,38.5899
2017-10-26 09:30:13.450,176.6989,186.4928,38.5899
